BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndividual,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndividual,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistControllingBehaviour,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_Jointlocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Check,TypeForceUsed_IntermediateWeapon_OC_Check,TypeForceUsed_IntermediateWeapon_OC_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Baton_Check,TypeForceUsed_IntermediateWeapon_Baton_Hard,TypeForceUsed_IntermediateWeapon_Baton_Soft,TypeForceUsed_IntermediateWeapon_Baton_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Check,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Disconnect,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_OperatorError,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_ProbeMiss,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_WeaponMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Other,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Drawn,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Pointed,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Discharged,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_Cartridge,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_DrivePushStun,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_ThreePointContact,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DrivePushStunCycles,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_ThreePointContactCycles,TypeForceUsed_LessLethalFirearm_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Pointed,TypeForceUsed_LessLethalFirearm_Shotgun_Discharged,TypeForceUsed_LessLethalFirearm_Shotgun_AssistControllingBehaviour,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Check,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Pointed,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Discharged,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_AssistControllingBehaviour,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistControllingBehaviour,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistControllingBehaviour,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistControllingBehaviour,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnotherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndividualInjuries_PhysicalInjuriesIndividual,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
844989752,3,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,1,,,,,1,No,"",Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,1,,No,,,,,,,
844989752,4,White,No,45 - 54,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,1,,,1,,,1,,,,,1,No,"",Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,1,,No,,,,,,,
844989752,5,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,1,,,1,,,1,,,,,1,No,"",Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
879626353,1,White,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,,,,,,,,,,,,1,,,,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
879626353,2,White,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,,,,,,,,,,,,1,,,,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
689167441,1,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),,,1,1,,1,,,,1,,,,,,,,1,No,"",Yes,,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,1,,No,,,,,,,
689167441,2,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),,,1,1,1,1,,,,1,,,,,,,,,No,"",Yes,,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,1,,No,,,,,,,
110772450,1,White,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,1,,,,,,,1,1,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,No,,,,"",,,,"","","",,,,No,,,,,,,
323734247,1,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
323734247,2,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
643176808,1,White,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,,1,1,,,,1,,,1,,1,1,,,Yes,Yes,Yes,1,1,,1,,1,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
643176808,2,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,1,,1,1,,,,1,,,1,,1,1,,,Yes,Yes,Yes,1,1,,1,,1,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
231096365,1,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,1,1,1,1,1,1,,,1,,1,,1,,1,,,Yes,Yes,Yes,1,1,,,1,1,1,1,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
495285620,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,,1,,1,,,,,,,,,,,1,1,Yes,No,Yes,1,1,1,1,1,1,1,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,No,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
870626925,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,,,,,,1,,,,Yes,No,No,,,,,,,,,"",,,1,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,No,,,,Yes,1,,,,,,
659545227,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,,1,,1,,,,,,,,,,,1,1,Yes,No,Yes,1,1,1,1,1,1,1,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,No,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
493557140,1,Black,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),1,,1,,,1,,,,1,1,,1,1,,,,1,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
493557140,2,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,,1,,,,1,,,1,,1,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
493557140,3,Black,No,18 - 24,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
493557140,4,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
336638581,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,,1,1,,,1,,,,,,,1,,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
478988785,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,1,,1,1,1,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
696702738,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,,,,1,,,1,,,,,,Yes,No,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,1,,No,,,,,,,
337901426,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,1,,,,,,,1,,1,,,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
499800768,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,,,,1,,,,,,1,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,1,,,1,,
249767553,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,,,,1,,,,,1,1,1,1,Yes,No,Yes,1,,,,,,,,No,,,,,1,,1,,,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,1,1,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,,,,1,,
540819791,1,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,1,,1,1,1,,,,,,,,,1,,,,Yes,No,Yes,1,1,,,,,,,No,,,,,1,,,,,,1,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,No,,,,Yes,,,,,1,,
739399485,1,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,1,,,,1,1,Yes,Yes,Yes,1,1,1,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
206113350,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
868481643,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,1,,,,,,1,1,Yes,Yes,Yes,1,,,,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
285625518,1,Middle Eastern,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,,,,1,,,,,,,,,,,,1,Yes,Yes,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
446650100,1,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),1,,,1,1,,,,,1,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
446650100,2,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,,1,1,,,,,1,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
985635064,1,East/Southeast Asian,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
169724903,1,White,No,25 - 34,Female,Greater than 7 metres (more than 23 feet),1,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
169724903,2,White,No,25 - 34,Female,Greater than 7 metres (more than 23 feet),1,,,1,1,1,1,,,1,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,1,,No,,,,,,,
169724903,3,White,No,25 - 34,Female,Greater than 7 metres (more than 23 feet),1,,,,1,1,1,,,1,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,1,,No,,,,,,,
169724903,4,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),,,,1,1,1,,,,1,,,,,,,,1,No,"",Yes,1,,1,1,,1,1,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,No,,,,"",No,"",,1,,No,,,,,,,
169724903,5,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),,,,1,1,1,1,,,1,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,No,,,,"",No,"",,1,,No,,,,,,,
938821992,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,1,,,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
997288899,1,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),,,,1,1,1,1,,,,,,,,,,1,1,Yes,Yes,Yes,1,1,1,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
997288899,2,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),,,1,1,1,1,1,,,,,,,,,,1,1,Yes,No,Yes,1,1,1,1,,,,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,No,,,,"",,,,"","","",,,,No,,,,,,,
521297610,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
405566683,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,,1,1,1,,,1,,1,,1,,,,1,Yes,Yes,Yes,1,,,,,1,,,No,,,,,1,,1,,1,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,1,1,,Yes,,,,"",Yes,No,,,,No,,,,,,,
405566683,2,White,No,35 - 44,Female,Less than 3 metres (approx. 10 feet),1,1,1,,,,,,,1,,,,1,,,,1,Yes,No,No,,,,,,,,,"",1,,,,1,,1,,1,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,1,1,,Yes,,,,"",Yes,No,,,,No,,,,,,,
405566683,3,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,,,1,1,,,1,,1,,1,,,,1,Yes,No,No,,,,,,,,,"",1,,,,1,,1,,1,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,1,1,,No,,,,"",Yes,Yes,,,,No,,,,,,,
405566683,4,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,,,1,1,,,1,,1,,1,,,,,Yes,No,No,,,,,,,,,"",1,1,,,1,,,,1,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,1,1,,No,,,,"",Yes,Yes,,,,No,,,,,,,
405566683,5,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,,,1,,,,1,,,,1,,,,1,Yes,No,No,,,,,,,,,"",1,1,,,1,,1,,1,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,1,1,,No,,,,"",Yes,No,,,,No,,,,,,,
459443863,1,White,No,35 - 44,Female,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,1,1,1,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",1,,,,"",1,1,,Yes,,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
625879881,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
895658403,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,,,,1,,1,,,,Yes,No,Yes,1,,,1,,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
930923967,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,,1,1,,,,1,1,,1,1,,,,1,Yes,No,Yes,1,,,,,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
613332116,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,1,1,,1,,,,,,,,,1,,,,Yes,No,Yes,1,1,,,1,1,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
949192076,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,,,,1,1,,1,,,,,1,Yes,Yes,Yes,1,1,1,1,,,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
645220291,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,,,,,,,,,,1,,,,,1,,,Yes,No,Yes,1,,,,,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
442414180,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,,1,,,,,1,1,,,,,1,,,,Yes,No,Yes,1,,,,,,,,No,,,,,1,1,1,,1,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,,,,1,,
667979385,1,White,No,35 - 44,Female,Less than 3 metres (approx. 10 feet),1,,,,,1,,,,,,,,,,1,,,Yes,No,Yes,1,,,1,1,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
783484558,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,,,,,,,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
279719168,1,Latino,Yes,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,,1,1,1,,,,1,,1,,,1,1,1,,Yes,No,No,,,,,,,,,"",1,1,,,1,,,,,1,,,Yes,1,,"",,,,"",1,No,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
468475647,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,,,1,,,,,,,,1,1,1,,,Yes,No,Yes,1,,1,1,1,,1,,No,,,,,1,1,,,1,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
