BatchFileName,PoliceServiceType,PoliceService,OPP_PoliceService,IncidentNumber,Date,ApproximateTimeForceApplied,LocationType_ResidentialBuilding,LocationType_NonResidentialBuilding,LocationType_MotorVehicle,LocationType_OpenSpace,LocationType_PublicTransportation,ReportType,TypeTeam,NumberTeam,Attire,AssignmentType,IncidentType,HumaneDestructionAnimal_Distance,HumaneDestructionAnimal_Handgun,HumaneDestructionAnimal_Rifle,HumaneDestructionAnimal_Shotgun,HumaneDestructionAnimal_NumberRoundsDischarged,InteractionType,NumberIndividuals,NumberOtherOfficers,OfficerInvolvedInjuries_PhysicalInjuries,OfficerInvolvedInjuries_Treatment_No,OfficerInvolvedInjuries_Treatment_FirstAid,OfficerInvolvedInjuries_Treatment_MedicalPersonnelScene,OfficerInvolvedInjuries_Treatment_AdmissionMedicalFacility,OfficerInvolvedInjuries_Treatment_MedicalFacility,OfficerInvolvedInjuries_Treatment_Unknown,OfficerInvolvedInjuries_Treatment_Other,NoInteractionIndividual_ReasonUseOfForce_EffectArrest,NoInteractionIndividual_ReasonUseOfForce_PreventOffence,NoInteractionIndividual_ReasonUseOfForce_PreventEscape,NoInteractionIndividual_ReasonUseOfForce_ProtectOtherOfficers,NoInteractionIndividual_ReasonUseOfForce_ProtectPublic,NoInteractionIndividual_ReasonUseOfForce_ProtectSelf,NoInteractionIndividual_ReasonUseOfForce_ProtectIndividual,NoInteractionIndividual_ReasonUseOfForce_Unintentional,NoInteractionIndividual_ReasonUseOfForce_Other,NoInteractionIndividual_TypeForceUsed_CEW_Check,NoInteractionIndividual_TypeForceUsed_CEW_Discharged,NoInteractionIndividual_TypeForceUsed_Firearm_Handgun_Check,NoInteractionIndividual_TypeForceUsed_Firearm_Handgun_Drawn,NoInteractionIndividual_TypeForceUsed_Firearm_Handgun_Discharged,NoInteractionIndividual_TypeForceUsed_Firearm_Rifle_Check,NoInteractionIndividual_TypeForceUsed_Firearm_Rifle_Discharged,NoInteractionIndividual_TypeForceUsed_Firearm_ShotgunLethal_Check,NoInteractionIndividual_TypeForceUsed_Firearm_ShotgunLethal_Discharged,NoIndividualAnimalOnly_ReasonUseOfForce_EffectArrest,NoIndividualAnimalOnly_ReasonUseOfForce_PreventOffence,NoIndividualAnimalOnly_ReasonUseOfForce_PreventEscape,NoIndividualAnimalOnly_ReasonUseOfForce_ProtectOtherOfficers,NoIndividualAnimalOnly_ReasonUseOfForce_ProtectPublic,NoIndividualAnimalOnly_ReasonUseOfForce_ProtectSelf,NoIndividualAnimalOnly_ReasonUseOfForce_ProtectIndividual,NoIndividualAnimalOnly_ReasonUseOfForce_Unintentional,NoIndividualAnimalOnly_ReasonUseOfForce_Other,NoIndividualAnimalOnly_TypeForceUsed_CEW,NoIndividualAnimalOnly_TypeForceUsed_Firearm,Inclusion_SOLGEN_ARA_Analysis
636308722,Municipal Police,Toronto,,TOR-837558,2023-02-18,00:59,,,,1,,Individual,"",,Uniform,Canine,Property Crime,,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
396619366,Municipal Police,Toronto,,TOR-660570,2023-02-18,02:59,,,1,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
476280119,Municipal Police,St. Thomas,,STT-720496,2023-03-13,21:12,1,,,,,Individual,"",,Non-Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
784673286,Municipal Police,Toronto,,TOR-146650,2023-02-18,23:42,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
656384539,Municipal Police,Ottawa,,OTT-801710,2023-03-10,22:01,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
568105994,Municipal Police,Toronto,,TOR-615240,2023-02-18,19:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),5,5,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
542018131,Municipal Police,Toronto,,TOR-615240,2023-02-18,19:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
380239225,Municipal Police,Toronto,,TOR-829402,2023-01-17,00:55,,,,1,,Individual,"",,Non-Uniform,"Guns and Gangs, ROPE, Other Specialized Units","Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
745533201,Municipal Police,Ottawa,,OTT-758790,2023-02-23,16:55,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
300969440,Municipal Police,St. Thomas,,STT-720496,2023-03-13,21:13,1,,,,,Individual,"",,Non-Uniform,Other,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
578837484,Municipal Police,St. Thomas,,STT-720496,2023-03-13,21:12,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
282443763,Municipal Police,Ottawa,,OTT-758790,2023-02-23,16:55,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
286678721,Municipal Police,Toronto,,TOR-128452,2023-02-18,12:07,,1,,,,Individual,"",,Non-Uniform,"Investigations (CIB, Major Crime)","Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
979769110,Municipal Police,Toronto,,TOR-128452,2023-02-18,12:07,,1,,,,Individual,"",,Non-Uniform,"Investigations (CIB, Major Crime)","Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
863716575,Municipal Police,Toronto,,TOR-380714,2023-02-09,13:11,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
158579343,Municipal Police,St. Thomas,,STT-720496,2023-03-13,21:12,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
666339639,Municipal Police,St. Thomas,,STT-720496,2023-03-13,21:12,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
423438331,Municipal Police,Toronto,,TOR-866018,2023-02-23,11:19,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
790690030,Municipal Police,St. Thomas,,STT-720496,2023-03-13,21:12,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
187256471,Municipal Police,Toronto,,TOR-203275,2023-02-12,22:11,1,,,,,Individual,"",,Non-Uniform,"Guns and Gangs, ROPE, Other Specialized Units","Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
348674388,Municipal Police,Toronto,,TOR-686647,2023-02-14,12:10,,1,,,,Individual,"",,Non-Uniform,"Investigations (CIB, Major Crime)",Stolen Vehicle,,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
955384398,Municipal Police,Durham Regional,,DUR-488720,2023-02-03,13:49,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
539588977,Municipal Police,Durham Regional,,DUR-513902,2023-02-03,20:15,1,,,,,Team,Hostage Rescue Team,7,Uniform,Tactical,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
363601094,Municipal Police,Durham Regional,,DUR-873159,2023-02-06,17:15,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),3,0,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
881256221,Municipal Police,Durham Regional,,DUR-944088,2023-02-08,16:15,1,,,,,Team,Hostage Rescue Team,9,Uniform,Tactical,"Other Federal/Provincial Statutes (e.g., LLA)",,,,,,Interaction with Individual(s),1,3,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
399187954,Municipal Police,Peterborough,,PET-853099,2023-03-12,17:16,,1,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Property Crime,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
436666903,Municipal Police,Peterborough,,PET-994969,2023-03-14,12:37,,1,,1,,Individual,"",,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
362025057,Municipal Police,Durham Regional,,DUR-503416,2023-02-18,08:55,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
440262254,Municipal Police,Durham Regional,,DUR-503416,2023-02-18,08:55,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
428227607,Municipal Police,Durham Regional,,DUR-503416,2023-02-18,08:55,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
507849680,Municipal Police,Durham Regional,,DUR-831697,2023-01-07,02:15,1,,,,,Team,Drug Enforcement Unit,7,Uniform,Drugs,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,2,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
176310619,Municipal Police,Toronto,,TOR-380714,2023-02-09,13:11,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
370643959,Municipal Police,Toronto,,TOR-596972,2023-02-25,13:34,1,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
920022354,Municipal Police,Toronto,,TOR-253657,2023-01-18,05:00,1,,,,,Team,Tactical Team,10,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),2,2,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
919114912,Municipal Police,Toronto,,TOR-866018,2023-02-23,11:10,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
329449012,Municipal Police,Toronto,,TOR-425864,2023-02-27,13:08,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),4,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
148650216,Municipal Police,Toronto,,TOR-425864,2023-02-27,13:08,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),4,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
626246114,Municipal Police,Toronto,,TOR-425864,2023-02-27,13:08,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),4,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
600601374,Municipal Police,Toronto,,TOR-261345,2023-02-28,13:12,,1,,1,,Individual,"",,Non-Uniform,"Investigations (CIB, Major Crime)",Stolen Vehicle,,,,,,Interaction with Individual(s),3,5,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
948232875,Municipal Police,Toronto,,TOR-827583,2023-02-28,18:53,,,,1,,Individual,"",,Uniform,Targeted Community Response Units/Hostage Rescue,Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
531409447,Municipal Police,Toronto,,TOR-261345,2023-02-28,13:10,,1,1,,,Individual,"",,Uniform,Targeted Community Response Units/Hostage Rescue,Stolen Vehicle,,,,,,Interaction with Individual(s),3,6,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
876302856,Municipal Police,Toronto,,TOR-261345,2023-02-28,13:10,,1,1,,,Individual,"",,Uniform,Targeted Community Response Units/Hostage Rescue,Stolen Vehicle,,,,,,Interaction with Individual(s),3,6,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
222566956,Municipal Police,Toronto,,TOR-261345,2023-02-28,13:12,,1,1,,,Individual,"",,Non-Uniform,"Investigations (CIB, Major Crime)",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),3,5,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
570091592,Municipal Police,Toronto,,TOR-498843,2023-02-27,15:33,,,1,1,,Individual,"",,Non-Uniform,"Guns and Gangs, ROPE, Other Specialized Units","Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
497648254,Municipal Police,Peterborough,,PET-328534,2023-03-18,02:13,,,,,1,Individual,"",,Uniform,Canine,"Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,1,Yes,,,1,1,1,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
558826460,Municipal Police,Ottawa,,OTT-385210,2023-03-08,15:00,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
121207113,Municipal Police,Chatham-Kent,,CHK-920003,2023-03-16,03:54,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
815552986,Municipal Police,Chatham-Kent,,CHK-920003,2023-03-16,04:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
547433355,Municipal Police,Chatham-Kent,,CHK-920003,2023-03-16,04:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
819116483,Municipal Police,Chatham-Kent,,CHK-920003,2023-03-16,04:15,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
141765481,Municipal Police,Chatham-Kent,,CHK-920003,2023-03-16,03:50,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,1,Yes,,,1,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
164736219,Municipal Police,Chatham-Kent,,CHK-228277,2023-03-18,17:39,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
886076994,Municipal Police,St. Thomas,,STT-876959,2023-03-19,08:52,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
872949601,Municipal Police,Peterborough,,PET-890154,2023-03-12,23:05,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
419753402,Municipal Police,Toronto,,TOR-877044,2023-02-26,02:22,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
898184429,Municipal Police,Toronto,,TOR-877044,2023-02-26,02:20,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
165323739,Municipal Police,Toronto,,TOR-395494,2023-02-05,12:09,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
547700738,Municipal Police,Toronto,,TOR-874824,2023-01-21,11:00,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
682443284,Municipal Police,Toronto,,TOR-965808,2023-01-25,08:00,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
737848651,Municipal Police,Toronto,,TOR-201877,2023-03-02,14:50,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Person Stop,,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
378424813,Municipal Police,Toronto,,TOR-723098,2023-03-04,20:44,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),5,4,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
643442259,Municipal Police,St. Thomas,,STT-720496,2023-03-16,22:52,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
179026921,Municipal Police,Toronto,,TOR-723098,2023-03-04,20:44,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),5,4,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
321615211,Municipal Police,Toronto,,TOR-920762,2023-02-25,21:40,,,,1,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),1,6,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
176602807,Municipal Police,Toronto,,TOR-920762,2023-02-25,21:40,,,1,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),1,6,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
835778087,Municipal Police,St. Thomas,,STT-876959,2023-03-19,08:52,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
864552888,Municipal Police,Toronto,,TOR-477273,2023-01-23,22:40,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
281889166,Municipal Police,Toronto,,TOR-812334,2023-03-01,10:40,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
421399140,Municipal Police,Toronto,,TOR-906305,2023-03-02,01:44,1,,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,6,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
118713644,Municipal Police,Toronto,,TOR-198461,2023-03-03,19:35,,1,,,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
755925508,Municipal Police,Toronto,,TOR-860116,2023-03-02,06:30,1,,,,,Team,Tactical Team,10,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,9,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
840357479,Municipal Police,Toronto,,TOR-379955,2023-03-02,06:30,1,,,,,Team,Hostage Rescue Team,10,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,2,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
946900932,Municipal Police,Toronto,,TOR-680544,2023-02-08,13:40,,,,,1,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
130982020,Municipal Police,Toronto,,TOR-230002,2023-01-26,12:42,,,,1,,Individual,"",,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
778832415,Municipal Police,Greater Sudbury,,SUD-599497,2023-03-19,12:41,1,,,,,Team,Other,5,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"",,,,,"",Yes
